TIME,内圧(KPa),ガス流量(L/min),メモ
2020-07-16 14:26:30,0.51,-
2020-07-16 15:19:02,0.52,,回収ラインオープン
2020-07-16 16:01:29,1.1,,回収ラインクローズ
2020-07-16 16:07:03,1.29,-
2020-07-16 16:25:42,2.13,1.25
2020-07-16 16:49:05,2.13,2.15
2020-07-16 16:56:08,2.94,-
2020-07-16 18:14:08,3.85,3
2020-07-16 19:24:51,4.12,3.1
2020-07-16 20:40:10,4.18,3.25
2020-07-20 14:39:23,1.35,0.1,真空破った直後
2020-07-20 15:57:06,0.68,0,回収ラインに逆止弁取り付けた
